id,smiles_in,smiles_out,valid_out,exact_match,tanimoto,delta_atoms,delta_bonds,delta_rings,delta_aromatic,delta_heteroatoms,atoms_in,atoms_out
102,Cc1ccc(Cn2cnc3c(N(C)C)ncnc32)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.075,13.0,14.0,1.0,-3.0,3.0,20,33.0
103,Cc1nc([C@H](C(=O)N2CCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1,Cc1cc(C)c(NN=C2CCC(C)n3c2ncc(C(=O)O)c3=O)cc1C,1,0,0.13,-8.0,-10.0,-2.0,1.0,-1.0,34,26.0
104,COc1cc([C@H]2[C@@H](O)N(C)C(=O)[C@]23CCC(=O)N3C)c(Br)cc1Br,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.16279069767441862,6.0,8.0,2.0,6.0,-2.0,24,30.0
105,Brc1cccc2[nH]c3c(c12)CCNC3,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.0759493670886076,16.0,18.0,2.0,3.0,3.0,14,30.0
106,CC1c2ccccc2CN1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.1625,1.0,1.0,0.0,6.0,0.0,24,25.0
107,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.16883116883116883,11.0,14.0,3.0,0.0,2.0,19,30.0
108,COc1ccc(Cl)c(C2(F)C(=O)Nc3c(C#N)cccc32)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.17647058823529413,8.0,10.0,2.0,0.0,0.0,22,30.0
109,CC12CCC(=O)N1C(C(=O)Nc1cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c1)CS2,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.10869565217391304,-7.0,-8.0,-1.0,6.0,-2.0,32,25.0
110,Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.14473684210526316,4.0,4.0,0.0,3.0,2.0,21,25.0
111,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.17,-2.0,-3.0,-1.0,0.0,-1.0,34,32.0
112,CC1(C)CC(=O)C(C2OCCc3ccccc32)=C(O)C1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.08888888888888889,12.0,13.0,1.0,6.0,4.0,20,32.0
113,C[C@@H](C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.1717171717171717,0.0,-1.0,-1.0,6.0,-2.0,32,32.0
114,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)Nc3ccccc3N3CCCC3)c2)CC1,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,1,0,0.22340425531914893,1.0,1.0,0.0,0.0,2.0,32,33.0
115,CCC[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.10112359550561797,6.0,7.0,1.0,0.0,-1.0,22,28.0
116,CN1CCN(CC(=O)NC2CC3(N(C)C)CC(c4ccccc4)C2C(c2ccccc2)C3)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.12345679012345678,-13.0,-15.0,-2.0,-12.0,0.0,34,21.0
117,CN(C)[C@@H]1CCC[C@H]1Nc1nc(Nc2ccc3c(c2)CCS3(=O)=O)ncc1C(F)(F)F,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.10989010989010989,-10.0,-11.0,-1.0,3.0,-5.0,31,21.0
118,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCC(Nc3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.13725490196078433,1.0,1.0,0.0,6.0,-3.0,31,32.0
119,COc1cccc(Oc2ccc(NC(C)=O)cc2)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1780821917808219,11.0,14.0,3.0,0.0,2.0,19,30.0
120,OCCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.09782608695652174,4.0,5.0,1.0,-3.0,1.0,26,30.0
121,OCCN(CCO)CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.06666666666666667,7.0,10.0,3.0,0.0,1.0,23,30.0
122,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)c(Cl)c1)CN2,CCNc1cccnc1N1CCN(C(=O)c2cccc3[nH]ccc23)CC1,1,0,0.15217391304347827,1.0,2.0,1.0,3.0,-3.0,25,26.0
123,COC(=O)[C@]12CCCN1C(=O)[C@](Cc1ccc3ccccc3c1)(NC(=O)OC(C)(C)C)CC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1414141414141414,-3.0,-2.0,1.0,2.0,-1.0,33,30.0
124,O=C1NCN(c2ccc(Cl)cc2)C12CCN([C@@H]1CCCC[C@@]1(O)c1ccc(F)cc1)CC2,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.17073170731707318,-8.0,-10.0,-2.0,6.0,1.0,32,24.0
125,Cc1cc(C(=O)N2CCCC(C)c3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,0.7714285714285715,-1.0,-1.0,0.0,0.0,0.0,35,34.0
126,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.09859154929577464,2.0,2.0,0.0,0.0,1.0,19,21.0
127,O=S(=O)(NC1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)c1c(F)cccc1F,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.06382978723404255,-3.0,-3.0,0.0,-2.0,-7.0,31,28.0
128,NC(=O)c1cc(-c2ccc(Br)cc2)nnc1Cl,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.07462686567164178,4.0,5.0,1.0,3.0,0.0,17,21.0
129,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(Cl)cc3)CC2)C(=O)N1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.17105263157894737,-4.0,-5.0,-1.0,6.0,3.0,28,24.0
130,CC1Sc2ccc(S(=O)(=O)N3CCC(C(=O)NCc4ccccc4)CC3)cc2NC1=O,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.13186813186813187,-6.0,-7.0,-1.0,6.0,-1.0,31,25.0
131,CN1CCN(c2cnc3cc(Cl)ccc3n2)CC1,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,1,0,0.36363636363636365,5.0,6.0,1.0,2.0,0.0,18,23.0
132,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)C)O4,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.17777777777777778,1.0,1.0,0.0,0.0,0.0,29,30.0
133,COc1cccc2c1C1CCN(CCNC(=O)c3ccc(F)cc3)CC1C2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1368421052631579,3.0,4.0,1.0,0.0,1.0,27,30.0
134,O=C(Nc1ccc(N2CCOCC2)c(Cl)c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.14864864864864866,-7.0,-8.0,-1.0,5.0,-3.0,31,24.0
135,O=C(c1ccccc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.5833333333333334,2.0,2.0,0.0,0.0,2.0,22,24.0
136,C[C@@H]1CCCN(CC[C@@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,1,0,0.24691358024691357,6.0,6.0,0.0,2.0,3.0,26,32.0
137,Cn1cc(-c2ccc(S(C)(=O)=O)cc2)c([C@@H]2CCC(F)(F)C[C@H]2C(=O)NC2(C#N)CC2)n1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.11702127659574468,-11.0,-12.0,-1.0,-11.0,-5.0,32,21.0
138,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C3CCCCC3)c3ccccc32)CC1,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,1,0,0.4264705882352941,-9.0,-10.0,-1.0,0.0,-2.0,32,23.0
139,O=S(=O)(c1ccccc1Cl)N1CCC(N2CCC(O)(c3ccc(Cl)cc3)C2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.06382978723404255,-1.0,-1.0,0.0,-2.0,-3.0,29,28.0
140,C[C@H]1CN(S(=O)(=O)C[C@]23CC[C@H](C[C@H]2O)C3(C)C)CCN1c1ccc(C(F)(F)F)cn1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.08163265306122448,-6.0,-7.0,-1.0,12.0,-2.0,31,25.0
141,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2ccccn2)c1,,0,0,NA,NA,NA,NA,NA,NA,25,NA
142,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.06329113924050633,4.0,3.0,-1.0,18.0,6.0,21,25.0
143,CCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.08235294117647059,4.0,4.0,0.0,-2.0,3.0,24,28.0
144,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@@H]3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.671875,2.0,2.0,0.0,0.0,0.0,26,28.0
145,O=C1N(Cc2ccccc2)c2ccccc2C12OCCO2,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.08571428571428572,3.0,2.0,-1.0,6.0,4.0,21,24.0
146,COc1ccc(N2CCN(C(=O)c3ccccc3NC(=O)C3=C(C)OCCS3)CC2)cc1,,0,0,NA,NA,NA,NA,NA,NA,32,NA
147,Cn1cc(C2=NCC3(CN4CCC3CC4)O2)c2cc(O)ccc21,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.09411764705882353,-2.0,-4.0,-2.0,-9.0,0.0,23,21.0
148,CC(=O)N1CCCc2cc(S(=O)(=O)N3CCC(C(=O)NCc4ccc(C)cc4)CC3)ccc21,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,1,0,0.17307692307692307,0.0,0.0,0.0,0.0,3.0,33,33.0
149,Cc1nc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cs1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,0.18269230769230768,1.0,1.0,0.0,1.0,-1.0,33,34.0
150,CN(C)c1ncnc2c1ncn2Cc1ccccc1Cl,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.58,1.0,1.0,0.0,0.0,0.0,20,21.0
151,CCOC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.10344827586206896,7.0,9.0,2.0,4.0,-2.0,21,28.0
152,CC(=O)N1c2ccc(S(=O)(=O)N3CCC(C(=O)NC4CCCC(C)C4C)CC3)cc2CC1C,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,1,0,0.1509433962264151,0.0,0.0,0.0,6.0,3.0,33,33.0
153,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,1,0,0.27631578947368424,8.0,9.0,1.0,6.0,1.0,24,32.0
154,CC(=O)N1CC[C@H](c2ccccc2)[C@@H]1C(=O)N1CCN(c2ccc(C)cc2[C@@H](N)C(C)C)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.3411764705882353,-2.0,-2.0,0.0,0.0,1.0,34,32.0
155,O=C(N[C@@H]1CCCCN(Cc2ccccc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.0898876404494382,-11.0,-13.0,-2.0,5.0,-1.0,35,24.0
156,COc1cc(CC(C)N)c(OC)cc1I,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1232876712328767,15.0,19.0,4.0,6.0,2.0,15,30.0
157,Oc1c(Cl)c(OCC(F)(F)F)nc(C(Cl)(Cl)Cl)c1Cl,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.04938271604938271,11.0,15.0,4.0,6.0,-5.0,19,30.0
158,O=C(O)CCN1CCN(C(=O)N2CCC3(CCN(c4ccncc4)CC3)C2)CC1=O,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,1,0,0.5932203389830508,-3.0,-4.0,-1.0,0.0,-3.0,30,27.0
159,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.13095238095238096,3.0,2.0,-1.0,-4.0,0.0,24,27.0
160,C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21C,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,1,0,0.0975609756097561,4.0,3.0,-1.0,6.0,4.0,23,27.0
161,CCCn1cc(CCN(C)C)c2cc(OC)ccc21,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.10843373493975904,9.0,11.0,2.0,1.0,2.0,19,28.0
162,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,1,0,0.0967741935483871,5.0,6.0,1.0,5.0,0.0,16,21.0
163,N#Cc1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(F)cc2Cl)sc2c1CCC2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.06060606060606061,-9.0,-10.0,-1.0,-11.0,-6.0,30,21.0
164,COc1cccc2c1C(CCCN1CCN(c3ccccn3)CC1)=CCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.10416666666666667,3.0,4.0,1.0,0.0,2.0,27,30.0
165,CCCN(CCc1ccsc1)C1CCc2c(O)cccc2C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.10989010989010989,6.0,7.0,1.0,-1.0,2.0,22,28.0
166,CN(C)CCC1=C(c2ccc(C(C)(C)C)cc2)N2CCCN=C2c2ccccc21,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.1282051282051282,-8.0,-9.0,-1.0,3.0,3.0,29,21.0
167,COc1ccc(C2CN3CCN(C)CC3c3ccccc32)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1794871794871795,7.0,8.0,1.0,0.0,3.0,23,30.0
168,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3cc2O1,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.11904761904761904,5.0,4.0,-1.0,-9.0,1.0,22,27.0
169,N#Cc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.025974025974025976,3.0,4.0,1.0,-12.0,-1.0,18,21.0
170,COc1cccc(CC(=O)O)c1-c1ccc(Cl)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.2,11.0,14.0,3.0,0.0,2.0,19,30.0
171,CC(C)(C)OC(=O)N1CCN(c2ccc(C(=O)Nc3cccc(Br)c3)cc2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.17777777777777778,3.0,4.0,1.0,0.0,0.0,29,32.0
172,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.0975609756097561,13.0,14.0,1.0,-3.0,3.0,20,33.0
173,CCOC(=O)c1ccc(NC(=O)Nc2ccc3c(c2)C(C)=CC(C)(C)N3C)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.1,-1.0,0.0,1.0,-2.0,-1.0,29,28.0
174,CC1(C)CC(=O)C2=C(C1)N(Cc1ccco1)C(=O)C2(NC(=O)C1CCCCC1)C(F)(F)F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.14563106796116504,0.0,0.0,0.0,7.0,-2.0,32,32.0
175,Cc1cc(Cl)nnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.14285714285714285,0.0,0.0,0.0,2.0,0.0,25,25.0
176,COc1ccccc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.12790697674418605,5.0,6.0,1.0,-3.0,1.0,25,30.0
177,COc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2F)ccc1=O,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1702127659574468,2.0,4.0,2.0,-1.0,-2.0,28,30.0
178,CC(=O)NC[C@H]1CN(c2ccc(/C=C(\Br)c3c(C)oc[n+]3C)c(F)c2)C(=O)O1,,0,0,NA,NA,NA,NA,NA,NA,28,NA
179,c1cc(CN2CCC(C3=NCCN3)CC2)ccc1CN1CCC(C2=NCCN2)CC1,Nc1nc(N)c2c(n1)CCC(Cc1ccc(OC(F)(F)F)cc1)C2,1,0,0.15151515151515152,-6.0,-8.0,-2.0,6.0,2.0,30,24.0
180,O=C1N(CN2CCCCC2)c2ccccc2C12SCCS2,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.0821917808219178,3.0,2.0,-1.0,12.0,3.0,21,24.0
181,COc1oc(=O)c2cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)ccc2c1Cl,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.13636363636363635,3.0,6.0,3.0,2.0,-7.0,27,30.0
182,Cc1ccc(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.11842105263157894,10.0,11.0,1.0,-6.0,2.0,23,33.0
183,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O,1,0,0.053763440860215055,4.0,3.0,-1.0,-7.0,0.0,23,27.0
184,Cc1[nH]n(C(C)C)c(=O)c1C1(C(F)(F)F)C(=O)N(c2ccccc2)C2=C1C(=O)CC(C)(C)C2,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.11235955056179775,-8.0,-9.0,-1.0,7.0,-1.0,33,25.0
185,O=C1NC(=O)C(CC#Cc2ccc(F)cc2)(S(=O)(=O)c2ccc(Cl)cc2)S1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.14285714285714285,-3.0,-3.0,0.0,6.0,-1.0,27,24.0
186,O=C1NCCN1CCCN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.13953488372093023,-8.0,-10.0,-2.0,6.0,1.0,32,24.0
187,CC(=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.16666666666666666,6.0,6.0,0.0,-3.0,1.0,26,32.0
188,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(Br)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.05333333333333334,10.0,13.0,3.0,4.0,-5.0,18,28.0
189,CC(=O)N1CC[C@H](c2ccc(C)cc2)[C@@H]1C(=O)N1CCN(c2ccc(C)cc2[C@@H](N)C(C)C)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.3493975903614458,-3.0,-3.0,0.0,0.0,1.0,35,32.0
190,O=C1NC(c2cc(Br)co2)Nc2ncccc21,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.1095890410958904,7.0,7.0,0.0,7.0,2.0,17,24.0
191,c1ccc2c(C3=NCC4(CN5CCC4CC5)O3)csc2c1,Cc1ccccc1CC1CCc2nc(N)nc(N)c2C1,1,0,0.12162162162162163,-1.0,-3.0,-2.0,3.0,0.0,21,20.0
192,COc1cc(C(F)(F)F)c(OC)cc1CC(C)N,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.11842105263157894,12.0,16.0,4.0,6.0,0.0,18,30.0
193,Clc1ccc(N2CCN(Cc3cnn4c3CCCC4)CC2)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.20588235294117646,1.0,0.0,-1.0,7.0,3.0,23,24.0
194,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.1414141414141414,-1.0,-1.0,0.0,0.0,-3.0,29,28.0
195,O=C(c1ccc(-n2ncc(=O)[nH]c2=O)cc1)c1cccs1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.5185185185185185,3.0,3.0,0.0,1.0,1.0,21,24.0
196,COc1cccc2c1CCC[C@H]2CN(CCc1ccc2c(c1)OCO2)C1CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.2823529411764706,2.0,2.0,0.0,0.0,2.0,28,30.0
197,COc1ccc(-c2cc(O)c3cc4c(cc3n2)OCO4)c(OC)c1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.2125,4.0,5.0,1.0,-4.0,-1.0,26,30.0
198,COc1ccncc1/C(Br)=C/c1ccc(N2C[C@H](CNC(C)=O)OC2=O)cc1F,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1320754716981132,1.0,3.0,2.0,0.0,-3.0,29,30.0
199,O=C1Nc2cccc3c2C1(CCCCN1CCN(c2ccccc2)CC1)CCC3,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.09523809523809523,-5.0,-7.0,-2.0,6.0,4.0,29,24.0
200,Cc1cc(C)c(C(=O)OCc2cc(=O)c(OC(=O)C(C)(C)C)co2)c(C)c1,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,1,0,0.21739130434782608,-2.0,-1.0,1.0,6.0,0.0,27,25.0
201,O=C(OCN1C(=O)c2ccccc2S1(=O)=O)c1c(Cl)cccc1Cl,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.1,3.0,3.0,0.0,-6.0,-2.0,24,27.0
202,C=CCNc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.11904761904761904,-5.0,-5.0,0.0,5.0,1.0,29,24.0
