ID,Category,Input_SMILES,Output_SMILES,Tanimoto,Interpretation
107,Low_Similarity_Below_0_4,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1688,Low similarity (0.169): Major reconstruction errors.
108,Low_Similarity_Below_0_4,COc1ccc(Cl)c(C2(F)C(=O)Nc3c(C#N)cccc32)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1765,Low similarity (0.176): Major reconstruction errors.
109,Low_Similarity_Below_0_4,CC12CCC(=O)N1C(C(=O)Nc1cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c1)CS2,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1087,Low similarity (0.109): Major reconstruction errors.
110,Low_Similarity_Below_0_4,Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1447,Low similarity (0.145): Major reconstruction errors.
111,Low_Similarity_Below_0_4,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1700,Low similarity (0.170): Major reconstruction errors.
112,Low_Similarity_Below_0_4,CC1(C)CC(=O)C(C2OCCc3ccccc32)=C(O)C1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.0889,Low similarity (0.089): Major reconstruction errors.
113,Low_Similarity_Below_0_4,C[C@@H](C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1717,Low similarity (0.172): Major reconstruction errors.
114,Low_Similarity_Below_0_4,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)Nc3ccccc3N3CCCC3)c2)CC1,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,0.2234,Low similarity (0.223): Major reconstruction errors.
115,Low_Similarity_Below_0_4,CCC[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1011,Low similarity (0.101): Major reconstruction errors.
116,Low_Similarity_Below_0_4,CN1CCN(CC(=O)NC2CC3(N(C)C)CC(c4ccccc4)C2C(c2ccccc2)C3)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1235,Low similarity (0.123): Major reconstruction errors.
117,Low_Similarity_Below_0_4,CN(C)[C@@H]1CCC[C@H]1Nc1nc(Nc2ccc3c(c2)CCS3(=O)=O)ncc1C(F)(F)F,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1099,Low similarity (0.110): Major reconstruction errors.
118,Low_Similarity_Below_0_4,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCC(Nc3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1373,Low similarity (0.137): Major reconstruction errors.
119,Low_Similarity_Below_0_4,COc1cccc(Oc2ccc(NC(C)=O)cc2)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1781,Low similarity (0.178): Major reconstruction errors.
120,Low_Similarity_Below_0_4,OCCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.0978,Low similarity (0.098): Major reconstruction errors.
121,Low_Similarity_Below_0_4,OCCN(CCO)CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.0667,Low similarity (0.067): Major reconstruction errors.
122,Low_Similarity_Below_0_4,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)c(Cl)c1)CN2,CCNc1cccnc1N1CCN(C(=O)c2cccc3[nH]ccc23)CC1,0.1522,Low similarity (0.152): Major reconstruction errors.
123,Low_Similarity_Below_0_4,COC(=O)[C@]12CCCN1C(=O)[C@](Cc1ccc3ccccc3c1)(NC(=O)OC(C)(C)C)CC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1414,Low similarity (0.141): Major reconstruction errors.
124,Low_Similarity_Below_0_4,O=C1NCN(c2ccc(Cl)cc2)C12CCN([C@@H]1CCCC[C@@]1(O)c1ccc(F)cc1)CC2,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1707,Low similarity (0.171): Major reconstruction errors.
126,Low_Similarity_Below_0_4,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.0986,Low similarity (0.099): Major reconstruction errors.
127,Low_Similarity_Below_0_4,O=S(=O)(NC1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)c1c(F)cccc1F,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0638,Low similarity (0.064): Major reconstruction errors.
128,Low_Similarity_Below_0_4,NC(=O)c1cc(-c2ccc(Br)cc2)nnc1Cl,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.0746,Low similarity (0.075): Major reconstruction errors.
129,Low_Similarity_Below_0_4,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(Cl)cc3)CC2)C(=O)N1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1711,Low similarity (0.171): Major reconstruction errors.
130,Low_Similarity_Below_0_4,CC1Sc2ccc(S(=O)(=O)N3CCC(C(=O)NCc4ccccc4)CC3)cc2NC1=O,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1319,Low similarity (0.132): Major reconstruction errors.
131,Low_Similarity_Below_0_4,CN1CCN(c2cnc3cc(Cl)ccc3n2)CC1,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,0.3636,Low similarity (0.364): Major reconstruction errors.
132,Low_Similarity_Below_0_4,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)C)O4,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1778,Low similarity (0.178): Major reconstruction errors.
133,Low_Similarity_Below_0_4,COc1cccc2c1C1CCN(CCNC(=O)c3ccc(F)cc3)CC1C2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1368,Low similarity (0.137): Major reconstruction errors.
134,Low_Similarity_Below_0_4,O=C(Nc1ccc(N2CCOCC2)c(Cl)c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.1486,Low similarity (0.149): Major reconstruction errors.
136,Low_Similarity_Below_0_4,C[C@@H]1CCCN(CC[C@@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,0.2469,Low similarity (0.247): Major reconstruction errors.
137,Low_Similarity_Below_0_4,Cn1cc(-c2ccc(S(C)(=O)=O)cc2)c([C@@H]2CCC(F)(F)C[C@H]2C(=O)NC2(C#N)CC2)n1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1170,Low similarity (0.117): Major reconstruction errors.
139,Low_Similarity_Below_0_4,O=S(=O)(c1ccccc1Cl)N1CCC(N2CCC(O)(c3ccc(Cl)cc3)C2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0638,Low similarity (0.064): Major reconstruction errors.
140,Low_Similarity_Below_0_4,C[C@H]1CN(S(=O)(=O)C[C@]23CC[C@H](C[C@H]2O)C3(C)C)CCN1c1ccc(C(F)(F)F)cn1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.0816,Low similarity (0.082): Major reconstruction errors.
142,Low_Similarity_Below_0_4,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.0633,Low similarity (0.063): Major reconstruction errors.
143,Low_Similarity_Below_0_4,CCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0824,Low similarity (0.082): Major reconstruction errors.
145,Low_Similarity_Below_0_4,O=C1N(Cc2ccccc2)c2ccccc2C12OCCO2,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0857,Low similarity (0.086): Major reconstruction errors.
147,Low_Similarity_Below_0_4,Cn1cc(C2=NCC3(CN4CCC3CC4)O2)c2cc(O)ccc21,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0941,Low similarity (0.094): Major reconstruction errors.
148,Low_Similarity_Below_0_4,CC(=O)N1CCCc2cc(S(=O)(=O)N3CCC(C(=O)NCc4ccc(C)cc4)CC3)ccc21,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,0.1731,Low similarity (0.173): Major reconstruction errors.
149,Low_Similarity_Below_0_4,Cc1nc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cs1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,0.1827,Low similarity (0.183): Major reconstruction errors.
151,Low_Similarity_Below_0_4,CCOC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1034,Low similarity (0.103): Major reconstruction errors.
152,Low_Similarity_Below_0_4,CC(=O)N1c2ccc(S(=O)(=O)N3CCC(C(=O)NC4CCCC(C)C4C)CC3)cc2CC1C,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,0.1509,Low similarity (0.151): Major reconstruction errors.
153,Low_Similarity_Below_0_4,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,0.2763,Low similarity (0.276): Major reconstruction errors.
154,Low_Similarity_Below_0_4,CC(=O)N1CC[C@H](c2ccccc2)[C@@H]1C(=O)N1CCN(c2ccc(C)cc2[C@@H](N)C(C)C)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.3412,Low similarity (0.341): Major reconstruction errors.
155,Low_Similarity_Below_0_4,O=C(N[C@@H]1CCCCN(Cc2ccccc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.0899,Low similarity (0.090): Major reconstruction errors.
156,Low_Similarity_Below_0_4,COc1cc(CC(C)N)c(OC)cc1I,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1233,Low similarity (0.123): Major reconstruction errors.
157,Low_Similarity_Below_0_4,Oc1c(Cl)c(OCC(F)(F)F)nc(C(Cl)(Cl)Cl)c1Cl,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.0494,Low similarity (0.049): Major reconstruction errors.
159,Low_Similarity_Below_0_4,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.1310,Low similarity (0.131): Major reconstruction errors.
160,Low_Similarity_Below_0_4,C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21C,O=C(O)CCCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,0.0976,Low similarity (0.098): Major reconstruction errors.
161,Low_Similarity_Below_0_4,CCCn1cc(CCN(C)C)c2cc(OC)ccc21,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1084,Low similarity (0.108): Major reconstruction errors.
162,Low_Similarity_Below_0_4,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,0.0968,Low similarity (0.097): Major reconstruction errors.
163,Low_Similarity_Below_0_4,N#Cc1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(F)cc2Cl)sc2c1CCC2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0606,Low similarity (0.061): Major reconstruction errors.
164,Low_Similarity_Below_0_4,COc1cccc2c1C(CCCN1CCN(c3ccccn3)CC1)=CCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1042,Low similarity (0.104): Major reconstruction errors.
165,Low_Similarity_Below_0_4,CCCN(CCc1ccsc1)C1CCc2c(O)cccc2C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1099,Low similarity (0.110): Major reconstruction errors.
166,Low_Similarity_Below_0_4,CN(C)CCC1=C(c2ccc(C(C)(C)C)cc2)N2CCCN=C2c2ccccc21,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1282,Low similarity (0.128): Major reconstruction errors.
167,Low_Similarity_Below_0_4,COc1ccc(C2CN3CCN(C)CC3c3ccccc32)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1795,Low similarity (0.179): Major reconstruction errors.
168,Low_Similarity_Below_0_4,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3cc2O1,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.1190,Low similarity (0.119): Major reconstruction errors.
169,Low_Similarity_Below_0_4,N#Cc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0260,Low similarity (0.026): Major reconstruction errors.
170,Low_Similarity_Below_0_4,COc1cccc(CC(=O)O)c1-c1ccc(Cl)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2000,Low similarity (0.200): Major reconstruction errors.
171,Low_Similarity_Below_0_4,CC(C)(C)OC(=O)N1CCN(c2ccc(C(=O)Nc3cccc(Br)c3)cc2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1778,Low similarity (0.178): Major reconstruction errors.
172,Low_Similarity_Below_0_4,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.0976,Low similarity (0.098): Major reconstruction errors.
173,Low_Similarity_Below_0_4,CCOC(=O)c1ccc(NC(=O)Nc2ccc3c(c2)C(C)=CC(C)(C)N3C)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1000,Low similarity (0.100): Major reconstruction errors.
174,Low_Similarity_Below_0_4,CC1(C)CC(=O)C2=C(C1)N(Cc1ccco1)C(=O)C2(NC(=O)C1CCCCC1)C(F)(F)F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1456,Low similarity (0.146): Major reconstruction errors.
175,Low_Similarity_Below_0_4,Cc1cc(Cl)nnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1429,Low similarity (0.143): Major reconstruction errors.
176,Low_Similarity_Below_0_4,COc1ccccc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1279,Low similarity (0.128): Major reconstruction errors.
177,Low_Similarity_Below_0_4,COc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2F)ccc1=O,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1702,Low similarity (0.170): Major reconstruction errors.
179,Low_Similarity_Below_0_4,c1cc(CN2CCC(C3=NCCN3)CC2)ccc1CN1CCC(C2=NCCN2)CC1,Nc1nc(N)c2c(n1)CCC(Cc1ccc(OC(F)(F)F)cc1)C2,0.1515,Low similarity (0.152): Major reconstruction errors.
180,Low_Similarity_Below_0_4,O=C1N(CN2CCCCC2)c2ccccc2C12SCCS2,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0822,Low similarity (0.082): Major reconstruction errors.
181,Low_Similarity_Below_0_4,COc1oc(=O)c2cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)ccc2c1Cl,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1364,Low similarity (0.136): Major reconstruction errors.
182,Low_Similarity_Below_0_4,Cc1ccc(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.1184,Low similarity (0.118): Major reconstruction errors.
183,Low_Similarity_Below_0_4,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O,0.0538,Low similarity (0.054): Major reconstruction errors.
184,Low_Similarity_Below_0_4,Cc1[nH]n(C(C)C)c(=O)c1C1(C(F)(F)F)C(=O)N(c2ccccc2)C2=C1C(=O)CC(C)(C)C2,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1124,Low similarity (0.112): Major reconstruction errors.
185,Low_Similarity_Below_0_4,O=C1NC(=O)C(CC#Cc2ccc(F)cc2)(S(=O)(=O)c2ccc(Cl)cc2)S1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1429,Low similarity (0.143): Major reconstruction errors.
186,Low_Similarity_Below_0_4,O=C1NCCN1CCCN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1395,Low similarity (0.140): Major reconstruction errors.
187,Low_Similarity_Below_0_4,CC(=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1667,Low similarity (0.167): Major reconstruction errors.
188,Low_Similarity_Below_0_4,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(Br)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0533,Low similarity (0.053): Major reconstruction errors.
189,Low_Similarity_Below_0_4,CC(=O)N1CC[C@H](c2ccc(C)cc2)[C@@H]1C(=O)N1CCN(c2ccc(C)cc2[C@@H](N)C(C)C)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.3494,Low similarity (0.349): Major reconstruction errors.
190,Low_Similarity_Below_0_4,O=C1NC(c2cc(Br)co2)Nc2ncccc21,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1096,Low similarity (0.110): Major reconstruction errors.
191,Low_Similarity_Below_0_4,c1ccc2c(C3=NCC4(CN5CCC4CC5)O3)csc2c1,Cc1ccccc1CC1CCc2nc(N)nc(N)c2C1,0.1216,Low similarity (0.122): Major reconstruction errors.
192,Low_Similarity_Below_0_4,COc1cc(C(F)(F)F)c(OC)cc1CC(C)N,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1184,Low similarity (0.118): Major reconstruction errors.
193,Low_Similarity_Below_0_4,Clc1ccc(N2CCN(Cc3cnn4c3CCCC4)CC2)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.2059,Low similarity (0.206): Major reconstruction errors.
194,Low_Similarity_Below_0_4,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1414,Low similarity (0.141): Major reconstruction errors.
196,Low_Similarity_Below_0_4,COc1cccc2c1CCC[C@H]2CN(CCc1ccc2c(c1)OCO2)C1CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2824,Low similarity (0.282): Major reconstruction errors.
197,Low_Similarity_Below_0_4,COc1ccc(-c2cc(O)c3cc4c(cc3n2)OCO4)c(OC)c1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2125,Low similarity (0.212): Major reconstruction errors.
198,Low_Similarity_Below_0_4,COc1ccncc1/C(Br)=C/c1ccc(N2C[C@H](CNC(C)=O)OC2=O)cc1F,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1321,Low similarity (0.132): Major reconstruction errors.
199,Low_Similarity_Below_0_4,O=C1Nc2cccc3c2C1(CCCCN1CCN(c2ccccc2)CC1)CCC3,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0952,Low similarity (0.095): Major reconstruction errors.
200,Low_Similarity_Below_0_4,Cc1cc(C)c(C(=O)OCc2cc(=O)c(OC(=O)C(C)(C)C)co2)c(C)c1,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,0.2174,Low similarity (0.217): Major reconstruction errors.
201,Low_Similarity_Below_0_4,O=C(OCN1C(=O)c2ccccc2S1(=O)=O)c1c(Cl)cccc1Cl,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.1000,Low similarity (0.100): Major reconstruction errors.
202,Low_Similarity_Below_0_4,C=CCNc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1190,Low similarity (0.119): Major reconstruction errors.
203,Low_Similarity_Below_0_4,CCOc1nc(NC(=O)Cc2cc(Br)ccc2Br)cc(N)c1C#N,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1023,Low similarity (0.102): Major reconstruction errors.
204,Low_Similarity_Below_0_4,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)OCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1848,Low similarity (0.185): Major reconstruction errors.
205,Low_Similarity_Below_0_4,O=S(=O)(NS(=O)(=O)N1CCc2c(Cl)cccc2C1)N1CCc2c(Cl)cccc2C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0361,Low similarity (0.036): Major reconstruction errors.
206,Low_Similarity_Below_0_4,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@]4(C)CCCN4)CC3)c2)n[nH]c(=O)c1C,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,0.1494,Low similarity (0.149): Major reconstruction errors.
207,Low_Similarity_Below_0_4,C=CCNc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1264,Low similarity (0.126): Major reconstruction errors.
208,Low_Similarity_Below_0_4,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0971,Low similarity (0.097): Major reconstruction errors.
209,Low_Similarity_Below_0_4,CN[C@@H]1CCN(C(=O)N2CC[C@H](N(C)C(=O)c3ccc(-c4ccc(C(F)(F)F)cc4)cc3)C2)C1,CNc1ncnc2c1ncn2Cc1c(F)cccc1F,0.1000,Low similarity (0.100): Major reconstruction errors.
210,Low_Similarity_Below_0_4,COc1cccc2c1OCCC2CN1CCC2(CC1)C(=O)NCN2c1ccccc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1789,Low similarity (0.179): Major reconstruction errors.
211,Low_Similarity_Below_0_4,COc1cc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cccc1=O,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1910,Low similarity (0.191): Major reconstruction errors.
212,Low_Similarity_Below_0_4,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1310,Low similarity (0.131): Major reconstruction errors.
213,Low_Similarity_Below_0_4,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)CCS2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1474,Low similarity (0.147): Major reconstruction errors.
214,Low_Similarity_Below_0_4,Cc1ccccc1Sc1cncc2sc(C(N)=O)cc12,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.1519,Low similarity (0.152): Major reconstruction errors.
215,Low_Similarity_Below_0_4,Cc1cc(-n2ccc(=O)[nH]c2=O)cc(Cl)c1S(=O)(=O)c1ccc(Cl)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.3333,Low similarity (0.333): Major reconstruction errors.
